x;Ln(x)
-0.700000000000;NaN
-0.650000000000;NaN
-0.600000000000;NaN
-0.550000000000;NaN
-0.500000000000;NaN
-0.450000000000;NaN
-0.400000000000;NaN
-0.350000000000;NaN
-0.300000000000;NaN
-0.250000000000;NaN
-0.200000000000;NaN
-0.150000000000;NaN
-0.100000000000;NaN
-0.050000000000;NaN
0.000000000000;-32.504507303474
0.050000000000;-2.995732273554
0.100000000000;-2.302585092995
0.150000000000;-1.897119984885
0.200000000000;-1.609437912435
0.250000000000;-1.391319359870
0.300000000000;-1.203972804325
0.350000000000;-1.049822124498
0.400000000000;-0.916290731875
0.450000000000;-0.798507696218
0.500000000000;-0.698172179310
0.550000000000;-0.597837000766
0.600000000000;-0.510825623766
0.650000000000;-0.430782916092
0.700000000000;-0.356674943938
0.750000000000;-0.287682072451
0.800000000000;-0.223143551315
0.850000000000;-0.162518929497
0.900000000000;-0.105360515658
0.950000000000;-0.051293294387
1.000000000000;0.000000000000
1.050000000000;0.048790164169
1.100000000000;0.095310179803
1.150000000000;0.139761942375
1.200000000000;0.182321556794
1.250000000000;0.223143551315
1.300000000000;0.262364264467
1.350000000000;0.300104592451
1.400000000000;0.336472236621
1.450000000000;0.371563556432
1.500000000000;0.405465108108
1.550000000000;0.438254930931
1.600000000000;0.470003629245
1.650000000000;0.500775287912
1.700000000000;0.530628251063
1.750000000000;0.559615787935
1.800000000000;0.587786664903
1.850000000000;0.615185639565
1.900000000000;0.641854026631
1.950000000000;0.667859882135
2.000000000000;0.693147180560
2.050000000000;0.717839793149
2.100000000000;0.741937344729
2.150000000000;0.765467842140
2.200000000000;0.788457360363
2.250000000000;0.810930216216
2.300000000000;0.832909122935
2.350000000000;0.854415328156
2.400000000000;0.875468737354
2.450000000000;0.896088024556
2.500000000000;0.916290731875
2.550000000000;0.936093359171
2.600000000000;0.955511445027
2.650000000000;0.974559639999
2.700000000000;0.993251773011
2.750000000000;1.011600911678
2.800000000000;1.029619417181
2.850000000000;1.047318994280
2.900000000000;1.064710736992
2.950000000000;1.081805170351
3.000000000000;1.098612288668
3.050000000000;1.115141590620
3.100000000000;1.131402111491
3.150000000000;1.147402452838
3.200000000000;1.163150809805
3.250000000000;1.178654996341
3.300000000000;1.193922468472
3.350000000000;1.208960345838
3.400000000000;1.223775431623
3.450000000000;1.238374231043
3.500000000000;1.252762968495
3.550000000000;1.266947603487
3.600000000000;1.280933845463
3.650000000000;1.294727167619
3.700000000000;1.308332820125
3.750000000000;1.321755848490
3.800000000000;1.335001207191
3.850000000000;1.348075295257
3.900000000000;1.361007062695
3.950000000000;1.374120185365
4.000000000000;1.386294361120
4.050000000000;1.398716881119
4.100000000000;1.410986973709
4.150000000000;1.423108334243
4.200000000000;1.435084525289
4.250000000000;1.446918982936
4.300000000000;1.458615022700
4.350000000000;1.470175845100
4.400000000000;1.481604540923
4.450000000000;1.492904096178
4.500000000000;1.504077396776
4.550000000000;1.515127232962
4.600000000000;1.526056303495
4.650000000000;1.536867219600
4.700000000000;1.547562508716
4.750000000000;1.558144618046
4.800000000000;1.568615917914
4.850000000000;1.578978704949
4.900000000000;1.589235205116
4.950000000000;1.599387576581
5.000000000000;1.609437912435
5.050000000000;1.619388243287
5.100000000000;1.629240539731
5.150000000000;1.638996714676
5.200000000000;1.648658625587
5.250000000000;1.658228076604
5.300000000000;1.667706820559
5.350000000000;1.677096560907
5.400000000000;1.686398953571
5.450000000000;1.695615608675
5.500000000000;1.704748092238
5.550000000000;1.713797927759
5.600000000000;1.722766597741
5.650000000000;1.731655545159
5.700000000000;1.740466174840
5.750000000000;1.749199854810
5.800000000000;1.757857917552
5.850000000000;1.766441661244
5.900000000000;1.774952350911
5.950000000000;1.783391219558
6.000000000000;1.791759469227
6.050000000000;1.800058272043
6.100000000000;1.808288771180
6.150000000000;1.816452081818
6.200000000000;1.824549292051
6.250000000000;1.832581463749
6.300000000000;1.840549633398
6.350000000000;1.848454812904
6.400000000000;1.856297990365
6.450000000000;1.864080130807
6.500000000000;1.871802176901
6.550000000000;1.879465049647
6.600000000000;1.887069649032
6.650000000000;1.894616854668
6.700000000000;1.902107526397
6.750000000000;1.909542504884
6.800000000000;1.916922612183
6.850000000000;1.924248652275
6.900000000000;1.931521411603
6.950000000000;1.938741659576
7.000000000000;1.945910149055
7.050000000000;1.953027616825
7.100000000000;1.960094784047
7.150000000000;1.967112356705
7.200000000000;1.974081026023
7.250000000000;1.981001468872
7.300000000000;1.987874348179
7.350000000000;1.994700313333
7.400000000000;2.001480000685
7.450000000000;2.008214034423
7.500000000000;2.014903029050
7.550000000000;2.021547598174
7.600000000000;2.028148387751
7.650000000000;2.034706202148
7.700000000000;2.041222475817
7.750000000000;2.047701008841
7.800000000000;2.054154243254
7.850000000000;2.060625575745
7.900000000000;2.067267365925
7.950000000000;2.074609255464
8.000000000000;2.084466540430
8.050000000000;2.085672091430
8.100000000000;2.091864061679
8.150000000000;2.098017927253
8.200000000000;2.104134154269
8.250000000000;2.110213200347
8.300000000000;2.116255514803
8.350000000000;2.122261538863
8.400000000000;2.128231705849
8.450000000000;2.134166441368
8.500000000000;2.140066163496
8.550000000000;2.145931282949
8.600000000000;2.151762203260
8.650000000000;2.157559320944
8.700000000000;2.163323025660
8.750000000000;2.169053700369
8.800000000000;2.174751721483
8.850000000000;2.180417459020
8.900000000000;2.186051276738
8.950000000000;2.191653532287
9.000000000000;2.197224577336
9.050000000000;2.202764757712
9.100000000000;2.208274413522
9.150000000000;2.213753879287
9.200000000000;2.219203484055
9.250000000000;2.224623551525
9.300000000000;2.230014400160
9.350000000000;2.235376343300
9.400000000000;2.240709689276
9.450000000000;2.246014741505
9.500000000000;2.251291798606
9.550000000000;2.256541154493
9.600000000000;2.261763098474
9.650000000000;2.266957915351
9.700000000000;2.272125885509
9.750000000000;2.277267285009
9.800000000000;2.282382385676
9.850000000000;2.287471455183
9.900000000000;2.292534757141
9.950000000000;2.297572551171
10.000000000000;2.302585092995
