x;Cos(x)
-10.000000000000;-0.839071529077
-9.950000000000;-0.865212631343
-9.900000000000;-0.889191152625
-9.850000000000;-0.910947159108
-9.800000000000;-0.930426272105
-9.750000000000;-0.947579803978
-9.700000000000;-0.962364879831
-9.650000000000;-0.974744544675
-9.600000000000;-0.984687855793
-9.550000000000;-0.992169960089
-9.500000000000;-0.997172156196
-9.450000000000;-0.999681941230
-9.400000000000;-0.999693042035
-9.350000000000;-0.997205430865
-9.300000000000;-0.992225325453
-9.250000000000;-0.984765173468
-9.200000000000;-0.974843621405
-9.150000000000;-0.962485467977
-9.100000000000;-0.947721602131
-9.050000000000;-0.930588925845
-9.000000000000;-0.911130261885
-8.950000000000;-0.889394246778
-8.900000000000;-0.865435209241
-8.850000000000;-0.839313034391
-8.800000000000;-0.811093014061
-8.750000000000;-0.780845683605
-8.700000000000;-0.748646645597
-8.650000000000;-0.714576380863
-8.600000000000;-0.678720047320
-8.550000000000;-0.641167267130
-8.500000000000;-0.602011902685
-8.450000000000;-0.561351822005
-8.400000000000;-0.519288654117
-8.350000000000;-0.475927535033
-8.300000000000;-0.431376844971
-8.250000000000;-0.385747937453
-8.200000000000;-0.339154860985
-8.150000000000;-0.291714073991
-8.100000000000;-0.243544153736
-8.050000000000;-0.194765499931
-8.000000000000;-0.145500033809
-7.950000000000;-0.095870893376
-7.900000000000;-0.046002125639
-7.850000000000;0.003981623454
-7.800000000000;0.053955420563
-7.750000000000;0.103794357219
-7.700000000000;0.153373862038
-7.650000000000;0.202570012077
-7.600000000000;0.251259842582
-7.550000000000;0.299321654335
-7.500000000000;0.346635317836
-7.450000000000;0.393082573565
-7.400000000000;0.438547327575
-7.350000000000;0.482915941656
-7.300000000000;0.526077517381
-7.250000000000;0.567924173289
-7.200000000000;0.608351314532
-7.150000000000;0.647257894313
-7.100000000000;0.684546666443
-7.050000000000;0.720124428412
-7.000000000000;0.753902254343
-6.950000000000;0.785795717263
-6.900000000000;0.815725100125
-6.850000000000;0.843615595058
-6.800000000000;0.869397490350
-6.750000000000;0.893006344689
-6.700000000000;0.914383148235
-6.650000000000;0.933474470112
-6.600000000000;0.950232591959
-6.550000000000;0.964615627197
-6.500000000000;0.976587625729
-6.450000000000;0.986118663793
-6.400000000000;0.993184918758
-6.350000000000;0.997768728668
-6.300000000000;0.999858636383
-6.250000000000;0.999449418225
-6.200000000000;0.996542097023
-6.150000000000;0.991143939568
-6.100000000000;0.983268438442
-6.050000000000;0.972935278296
-6.000000000000;0.960170286650
-5.950000000000;0.945005369334
-5.900000000000;0.927478430744
-5.850000000000;0.907633279098
-5.800000000000;0.885519516941
-5.750000000000;0.861192417162
-5.700000000000;0.834712784840
-5.650000000000;0.806146805265
-5.600000000000;0.775565878510
-5.550000000000;0.743046440966
-5.500000000000;0.708669774291
-5.450000000000;0.672521802248
-5.400000000000;0.634692875943
-5.350000000000;0.595277547988
-5.300000000000;0.554374336179
-5.250000000000;0.512085477242
-5.200000000000;0.468516671300
-5.150000000000;0.423776817679
-5.100000000000;0.377977742714
-5.050000000000;0.331233920237
-5.000000000000;0.283662185463
-4.950000000000;0.235381442954
-4.900000000000;0.186512369422
-4.850000000000;0.137177112101
-4.800000000000;0.087498983439
-4.750000000000;0.037602152888
-4.700000000000;-0.012388663463
-4.650000000000;-0.062348514608
-4.600000000000;-0.112152526935
-4.550000000000;-0.161676216353
-4.500000000000;-0.210795799431
-4.450000000000;-0.259388502790
-4.400000000000;-0.307332869979
-4.350000000000;-0.354509065048
-4.300000000000;-0.400799172080
-4.250000000000;-0.446087489914
-4.200000000000;-0.490260821341
-4.150000000000;-0.533208756037
-4.100000000000;-0.574823946533
-4.050000000000;-0.615002376525
-4.000000000000;-0.653643620864
-3.950000000000;-0.690651096561
-3.900000000000;-0.725932304200
-3.850000000000;-0.759399059138
-3.800000000000;-0.790967711915
-3.750000000000;-0.820559357340
-3.700000000000;-0.848100031711
-3.650000000000;-0.873520897684
-3.600000000000;-0.896758416334
-3.550000000000;-0.917754505966
-3.500000000000;-0.936456687291
-3.450000000000;-0.952818214594
-3.400000000000;-0.966798192579
-3.350000000000;-0.978361678581
-3.300000000000;-0.987479769908
-3.250000000000;-0.994129676081
-3.200000000000;-0.998294775795
-3.150000000000;-0.999964658471
-3.100000000000;-0.999135150273
-3.050000000000;-0.995808324539
-3.000000000000;-0.989992496601
-2.950000000000;-0.981702202999
-2.900000000000;-0.970958165150
-2.850000000000;-0.957787237553
-2.800000000000;-0.942222340669
-2.750000000000;-0.924302378632
-2.700000000000;-0.904072142017
-2.650000000000;-0.881582195878
-2.600000000000;-0.856888753369
-2.550000000000;-0.830053535235
-2.500000000000;-0.801143615547
-2.450000000000;-0.770231254047
-2.400000000000;-0.737393715540
-2.350000000000;-0.702713076774
-2.300000000000;-0.666276021280
-2.250000000000;-0.628173622723
-2.200000000000;-0.588501117255
-2.150000000000;-0.547357665480
-2.100000000000;-0.504846104600
-2.050000000000;-0.461072691377
-2.000000000000;-0.416146836547
-1.950000000000;-0.370180831352
-1.900000000000;-0.323289566864
-1.850000000000;-0.275590246824
-1.800000000000;-0.227202094693
-1.750000000000;-0.178246055649
-1.700000000000;-0.128844494295
-1.650000000000;-0.079120888807
-1.600000000000;-0.029199522301
-1.550000000000;0.020794827803
-1.500000000000;0.070737201668
-1.450000000000;0.120502769367
-1.400000000000;0.169967142900
-1.350000000000;0.219006687093
-1.300000000000;0.267498828625
-1.250000000000;0.315322362396
-1.200000000000;0.362357754477
-1.150000000000;0.408487440885
-1.100000000000;0.453596121426
-1.050000000000;0.497571047892
-1.000000000000;0.540302305868
-0.950000000000;0.581683089464
-0.900000000000;0.621609968271
-0.850000000000;0.659983145885
-0.800000000000;0.696706709347
-0.750000000000;0.731688868873
-0.700000000000;0.764842187284
-0.650000000000;0.796083798549
-0.600000000000;0.825335614909
-0.550000000000;0.852524522059
-0.500000000000;0.877582561890
-0.450000000000;0.900447102353
-0.400000000000;0.921060994003
-0.350000000000;0.939372712847
-0.300000000000;0.955336489126
-0.250000000000;0.968912421711
-0.200000000000;0.980066577842
-0.150000000000;0.988771077936
-0.100000000000;0.995004165278
-0.050000000000;0.998750260395
0.000000000000;1.000000000000
0.050000000000;0.998750260395
0.100000000000;0.995004165278
0.150000000000;0.988771077936
0.200000000000;0.980066577841
0.250000000000;0.968912421710
0.300000000000;0.955336489125
0.350000000000;0.939372712847
0.400000000000;0.921060994003
0.450000000000;0.900447102353
0.500000000000;0.877582561890
0.550000000000;0.852524522059
0.600000000000;0.825335614910
0.650000000000;0.796083798549
0.700000000000;0.764842187285
0.750000000000;0.731688868874
0.800000000000;0.696706709347
0.850000000000;0.659983145885
0.900000000000;0.621609968270
0.950000000000;0.581683089464
1.000000000000;0.540302305868
1.050000000000;0.497571047892
1.100000000000;0.453596121426
1.150000000000;0.408487440884
1.200000000000;0.362357754477
1.250000000000;0.315322362395
1.300000000000;0.267498828625
1.350000000000;0.219006687093
1.400000000000;0.169967142900
1.450000000000;0.120502769367
1.500000000000;0.070737201668
1.550000000000;0.020794827803
1.600000000000;-0.029199522301
1.650000000000;-0.079120888807
1.700000000000;-0.128844494296
1.750000000000;-0.178246055649
1.800000000000;-0.227202094693
1.850000000000;-0.275590246825
1.900000000000;-0.323289566864
1.950000000000;-0.370180831352
2.000000000000;-0.416146836547
2.050000000000;-0.461072691377
2.100000000000;-0.504846104600
2.150000000000;-0.547357665480
2.200000000000;-0.588501117255
2.250000000000;-0.628173622723
2.300000000000;-0.666276021280
2.350000000000;-0.702713076774
2.400000000000;-0.737393715541
2.450000000000;-0.770231254047
2.500000000000;-0.801143615547
2.550000000000;-0.830053535236
2.600000000000;-0.856888753369
2.650000000000;-0.881582195878
2.700000000000;-0.904072142017
2.750000000000;-0.924302378632
2.800000000000;-0.942222340669
2.850000000000;-0.957787237553
2.900000000000;-0.970958165149
2.950000000000;-0.981702202998
3.000000000000;-0.989992496600
3.050000000000;-0.995808324539
3.100000000000;-0.999135150273
3.150000000000;-0.999964658471
3.200000000000;-0.998294775795
3.250000000000;-0.994129676081
3.300000000000;-0.987479769909
3.350000000000;-0.978361678582
3.400000000000;-0.966798192580
3.450000000000;-0.952818214594
3.500000000000;-0.936456687291
3.550000000000;-0.917754505966
3.600000000000;-0.896758416334
3.650000000000;-0.873520897684
3.700000000000;-0.848100031710
3.750000000000;-0.820559357339
3.800000000000;-0.790967711914
3.850000000000;-0.759399059137
3.900000000000;-0.725932304200
3.950000000000;-0.690651096561
4.000000000000;-0.653643620864
4.050000000000;-0.615002376526
4.100000000000;-0.574823946533
4.150000000000;-0.533208756037
4.200000000000;-0.490260821341
4.250000000000;-0.446087489914
4.300000000000;-0.400799172080
4.350000000000;-0.354509065049
4.400000000000;-0.307332869979
4.450000000000;-0.259388502790
4.500000000000;-0.210795799431
4.550000000000;-0.161676216354
4.600000000000;-0.112152526935
4.650000000000;-0.062348514607
4.700000000000;-0.012388663463
4.750000000000;0.037602152888
4.800000000000;0.087498983439
4.850000000000;0.137177112101
4.900000000000;0.186512369423
4.950000000000;0.235381442954
5.000000000000;0.283662185463
5.050000000000;0.331233920238
5.100000000000;0.377977742713
5.150000000000;0.423776817680
5.200000000000;0.468516671301
5.250000000000;0.512085477242
5.300000000000;0.554374336179
5.350000000000;0.595277547989
5.400000000000;0.634692875943
5.450000000000;0.672521802248
5.500000000000;0.708669774291
5.550000000000;0.743046440966
5.600000000000;0.775565878510
5.650000000000;0.806146805264
5.700000000000;0.834712784839
5.750000000000;0.861192417161
5.800000000000;0.885519516941
5.850000000000;0.907633279098
5.900000000000;0.927478430744
5.950000000000;0.945005369334
6.000000000000;0.960170286650
6.050000000000;0.972935278297
6.100000000000;0.983268438443
6.150000000000;0.991143939569
6.200000000000;0.996542097023
6.250000000000;0.999449418225
6.300000000000;0.999858636383
6.350000000000;0.997768728668
6.400000000000;0.993184918758
6.450000000000;0.986118663792
6.500000000000;0.976587625728
6.550000000000;0.964615627196
6.600000000000;0.950232591958
6.650000000000;0.933474470112
6.700000000000;0.914383148235
6.750000000000;0.893006344689
6.800000000000;0.869397490350
6.850000000000;0.843615595059
6.900000000000;0.815725100126
6.950000000000;0.785795717264
7.000000000000;0.753902254343
7.050000000000;0.720124428412
7.100000000000;0.684546666443
7.150000000000;0.647257894313
7.200000000000;0.608351314532
7.250000000000;0.567924173288
7.300000000000;0.526077517381
7.350000000000;0.482915941656
7.400000000000;0.438547327574
7.450000000000;0.393082573565
7.500000000000;0.346635317835
7.550000000000;0.299321654335
7.600000000000;0.251259842582
7.650000000000;0.202570012077
7.700000000000;0.153373862038
7.750000000000;0.103794357219
7.800000000000;0.053955420563
7.850000000000;0.003981623454
7.900000000000;-0.046002125640
7.950000000000;-0.095870893376
8.000000000000;-0.145500033809
8.050000000000;-0.194765499931
8.100000000000;-0.243544153736
8.150000000000;-0.291714073991
8.200000000000;-0.339154860984
8.250000000000;-0.385747937453
8.300000000000;-0.431376844971
8.350000000000;-0.475927535033
8.400000000000;-0.519288654117
8.450000000000;-0.561351822005
8.500000000000;-0.602011902684
8.550000000000;-0.641167267130
8.600000000000;-0.678720047320
8.650000000000;-0.714576380863
8.700000000000;-0.748646645597
8.750000000000;-0.780845683606
8.800000000000;-0.811093014062
8.850000000000;-0.839313034392
8.900000000000;-0.865435209241
8.950000000000;-0.889394246778
9.000000000000;-0.911130261885
9.050000000000;-0.930588925844
9.100000000000;-0.947721602131
9.150000000000;-0.962485467976
9.200000000000;-0.974843621404
9.250000000000;-0.984765173467
9.300000000000;-0.992225325453
9.350000000000;-0.997205430865
9.400000000000;-0.999693042035
9.450000000000;-0.999681941230
9.500000000000;-0.997172156196
9.550000000000;-0.992169960089
9.600000000000;-0.984687855794
9.650000000000;-0.974744544676
9.700000000000;-0.962364879832
9.750000000000;-0.947579803978
9.800000000000;-0.930426272105
9.850000000000;-0.910947159108
9.900000000000;-0.889191152625
9.950000000000;-0.865212631343
10.000000000000;-0.839071529076
