x;Log5(x)
-0.700000000000;NaN
-0.650000000000;NaN
-0.600000000000;NaN
-0.550000000000;NaN
-0.500000000000;NaN
-0.450000000000;NaN
-0.400000000000;NaN
-0.350000000000;NaN
-0.300000000000;NaN
-0.250000000000;NaN
-0.200000000000;NaN
-0.150000000000;NaN
-0.100000000000;NaN
-0.050000000000;NaN
0.000000000000;-20.196185918296
0.050000000000;-1.861353116147
0.100000000000;-1.430676558074
0.150000000000;-1.178746921661
0.200000000000;-1.000000000000
0.250000000000;-0.864475323416
0.300000000000;-0.748070363587
0.350000000000;-0.652291161024
0.400000000000;-0.569323441927
0.450000000000;-0.496140727175
0.500000000000;-0.433798765343
0.550000000000;-0.371457013748
0.600000000000;-0.317393805514
0.650000000000;-0.267660474979
0.700000000000;-0.221614602951
0.750000000000;-0.178746921661
0.800000000000;-0.138646883854
0.850000000000;-0.100978688424
0.900000000000;-0.065464169102
0.950000000000;-0.031870315711
1.000000000000;0.000000000000
1.050000000000;0.030315033461
1.100000000000;0.059219544331
1.150000000000;0.086838977320
1.200000000000;0.113282752560
1.250000000000;0.138646883854
1.300000000000;0.163016083093
1.350000000000;0.186465467311
1.400000000000;0.209061955122
1.450000000000;0.230865418020
1.500000000000;0.251929636412
1.550000000000;0.272303098830
1.600000000000;0.292029674220
1.650000000000;0.311149180744
1.700000000000;0.329697869650
1.750000000000;0.347708838975
1.800000000000;0.365212388973
1.850000000000;0.382236329101
1.900000000000;0.398806329634
1.950000000000;0.414964676161
2.000000000000;0.430676558073
2.050000000000;0.446018940901
2.100000000000;0.460991591535
2.150000000000;0.475611911604
2.200000000000;0.489896102404
2.250000000000;0.503859272825
2.300000000000;0.517515535393
2.350000000000;0.530878092006
2.400000000000;0.543959310633
2.450000000000;0.556770794097
2.500000000000;0.569323441927
2.550000000000;0.581627506062
2.600000000000;0.593692641167
2.650000000000;0.605527950143
2.700000000000;0.617142025385
2.750000000000;0.628542986258
2.800000000000;0.639738513195
2.850000000000;0.650735878774
2.900000000000;0.661541976094
2.950000000000;0.672163344726
3.000000000000;0.682606194486
3.050000000000;0.692876427232
3.100000000000;0.702979656904
3.150000000000;0.712921227948
3.200000000000;0.722706232293
3.250000000000;0.732339525020
3.300000000000;0.741825738817
3.350000000000;0.751169297366
3.400000000000;0.760374427723
3.450000000000;0.769445171805
3.500000000000;0.778385397048
3.550000000000;0.787198806303
3.600000000000;0.795888947046
3.650000000000;0.804459219965
3.700000000000;0.812912887175
3.750000000000;0.821253083625
3.800000000000;0.829482887707
3.850000000000;0.837606275360
3.900000000000;0.845641234234
3.950000000000;0.853788875451
4.000000000000;0.861353116147
4.050000000000;0.869071661798
4.100000000000;0.876695498974
4.150000000000;0.884226923728
4.200000000000;0.891668149608
4.250000000000;0.899021311576
4.300000000000;0.906288469677
4.350000000000;0.913471612507
4.400000000000;0.920572660478
4.450000000000;0.927593468903
4.500000000000;0.934535830898
4.550000000000;0.941401480142
4.600000000000;0.948192093466
4.650000000000;0.954909293317
4.700000000000;0.961554650080
4.750000000000;0.968129684288
4.800000000000;0.974635868706
4.850000000000;0.981074630311
4.900000000000;0.987447352171
4.950000000000;0.993755375230
5.000000000000;1.000000000000
5.050000000000;1.006182488169
5.100000000000;1.012304064135
5.150000000000;1.018365916457
5.200000000000;1.024369199240
5.250000000000;1.030315033462
5.300000000000;1.036204508216
5.350000000000;1.042038681922
5.400000000000;1.047818583458
5.450000000000;1.053545213254
5.500000000000;1.059219544331
5.550000000000;1.064842523292
5.600000000000;1.070415071269
5.650000000000;1.075938084831
5.700000000000;1.081412436847
5.750000000000;1.086838977320
5.800000000000;1.092218534167
5.850000000000;1.097551913993
5.900000000000;1.102839902800
5.950000000000;1.108083266698
6.000000000000;1.113282752559
6.050000000000;1.118439088664
6.100000000000;1.123552985306
6.150000000000;1.128625135387
6.200000000000;1.133656214977
6.250000000000;1.138646883854
6.300000000000;1.143597786021
6.350000000000;1.148509550212
6.400000000000;1.153382790367
6.450000000000;1.158218106089
6.500000000000;1.163016083093
6.550000000000;1.167777293629
6.600000000000;1.172502296891
6.650000000000;1.177191639411
6.700000000000;1.181845855440
6.750000000000;1.186465467311
6.800000000000;1.191050985796
6.850000000000;1.195602910437
6.900000000000;1.200121729879
6.950000000000;1.204607922181
7.000000000000;1.209061955122
7.050000000000;1.213484286493
7.100000000000;1.217875364376
7.150000000000;1.222235627425
7.200000000000;1.226565505119
7.250000000000;1.230865418024
7.300000000000;1.235135778038
7.350000000000;1.239376988651
7.400000000000;1.243589445248
7.450000000000;1.247773535660
7.500000000000;1.251929641699
7.550000000000;1.256058144620
7.600000000000;1.260159445780
7.650000000000;1.264234044959
7.700000000000;1.268282833434
7.750000000000;1.272308172326
7.800000000000;1.276317792308
7.850000000000;1.280338657258
7.900000000000;1.284465433524
7.950000000000;1.289027205980
8.000000000000;1.295151881490
8.050000000000;1.295900932442
8.100000000000;1.299748219871
8.150000000000;1.303571831534
8.200000000000;1.307372057048
8.250000000000;1.311149180744
8.300000000000;1.314903481802
8.350000000000;1.318635234368
8.400000000000;1.322344707681
8.450000000000;1.326032166187
8.500000000000;1.329697869649
8.550000000000;1.333342073260
8.600000000000;1.336965027750
8.650000000000;1.340566979487
8.700000000000;1.344148170580
8.750000000000;1.347708838975
8.800000000000;1.351249218551
8.850000000000;1.354769539213
8.900000000000;1.358270026976
8.950000000000;1.361750904061
9.000000000000;1.365212388972
9.050000000000;1.368654696583
9.100000000000;1.372078038216
9.150000000000;1.375482621718
9.200000000000;1.378868651540
9.250000000000;1.382236328806
9.300000000000;1.385585851390
9.350000000000;1.388917413981
9.400000000000;1.392231208153
9.450000000000;1.395527422433
9.500000000000;1.398806242361
9.550000000000;1.402067850558
9.600000000000;1.405312426780
9.650000000000;1.408540147984
9.700000000000;1.411751188384
9.750000000000;1.414945719506
9.800000000000;1.418123910244
9.850000000000;1.421285926913
9.900000000000;1.424431933304
9.950000000000;1.427562090728
10.000000000000;1.430676558074
